Police_Station,Crime No.,Age,Gender,Gender,Road Type,Road_Type,Place,Incident_Area,Vehicle,Vehicle_Type,Alcohol Status,Alcohal_Status,Traffic Violation Type,Traffic_Violation_Type,Crime Section,ACT_279-323,Act_279-294-337,ACT_279-304-A,ACT_279-294-506,Date,Time,Date_Time,Incident Place,Latitude,Longitude
GOBRA NAWAPARA,229/20,29,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-06-20,17:00,06-06-20 17:00,मां काली ढाबा के सामने मेन रोड नवापारा,20.98052,81.81988
GOBRA NAWAPARA,243/20,27,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-06-20,17:00,22-06-20 17:00,काली ढाबा के आगे मेन रोड कुर्रा,20.98052,81.81988
GOBRA NAWAPARA,74/20,49,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-02-20,16:15,13-02-20 16:15,छांटा रोड नवापारा,20.98055,81.86135
GOBRA NAWAPARA,75/20,49,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-02-20,16:15,13-02-20 16:15,छांटा रोड नवापारा,20.98055,81.86135
GOBRA NAWAPARA,180/20,30,M,0,O,2,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,12-05-20,17:30,12-05-20 17:30,लोकनाथ ढाबा के आगे पिपरौद,20.995071,81.789546
GOBRA NAWAPARA,143/20,27,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-03-20,8:00,15-03-20 8:00,ग्राम पिपरौद चौंक के पहले,20.995861,81.788223
GOBRA NAWAPARA,90/20,29,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,21-02-20,16:20,21-02-20 16:20,हनुमान एग्रो के सामने पारागांव,20.98529,81.87473
GOBRA NAWAPARA,91/20,42,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,21-02-20,16:20,21-02-20 16:20,हनुमान एग्रो के सामने पारागांव,20.98529,81.87473
GOBRA NAWAPARA,115/20,28,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,03-03-20,16:30,03-03-20 16:30,रायपुर रोड बजरंगपुर,20.985914,81.808581
GOBRA NAWAPARA,112/20,Unknown,Unknown,2,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-03-20,10:00,03-03-20 10:00,मेन रोड डोंगीतराई के आगे,20.995344,81.788986
GOBRA NAWAPARA,398/19,55,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,23-09-19,15:14,23-09-19 15:14,तर्री रोड नहर पुलिया,20.960065,81.844264
GOBRA NAWAPARA,434/19,30,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,24-10-19,18:30,24-10-19 18:30,तालाब के पास ग्राम तोरला,21.106927,81.909098
GOBRA NAWAPARA,232/19,25,M,0,O,2,R,1,Tempo/Tractor,6,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-05-19,8:30,06-05-19 8:30,ग्राम दुलना मोंड के पास,20.95319,81.84056
GOBRA NAWAPARA,30/21,47,M,0,O,2,R,1,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,17-01-21,12:00,17-01-21 12:00,दुलना मोड के पास,20.953417,81.841264
GOBRA NAWAPARA,May-20,25,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-01-20,18:15,01-01-20 18:15,कुरूद रोड ग्राम दुलना बस्ती के आगे,20.954485,81.841873
GOBRA NAWAPARA,385/20,30,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,27-09-20,17:30,27-09-20 17:30,दुलना पटेवा मोड के पास,20.956392,81.831219
GOBRA NAWAPARA,496/20,10,M,0,SH,1,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,304-A,0,0,1,0,29-11-20,13:30,29-11-20 13:30,KURUS ROAD NAWAPARA,20.959682,81.843571
GOBRA NAWAPARA,361/20,22,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-09-20,19:30,06-09-20 19:30,तर्री कालेज के सामने,20.963737,81.849617
GOBRA NAWAPARA,59/21,25,M,0,O,2,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,07-02-21,18:30,07-02-21 18:30,ग्राम पटेवा मंगलवाडा तालाब के पास,20.964126,81.823796
GOBRA NAWAPARA,Jan-19,44,M,0,O,2,R,1,Tempo/Tractor,6,Yes,0,Over Speeding,3,"279,337",0,1,0,0,01-01-19,18:00,01-01-19 18:00,साहू सा मील के पास ग्राम तर्री,20.96513,81.85206
GOBRA NAWAPARA,342/20,35,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,23-08-20,15:45,23-08-20 15:45,मेन रोड तर्री,20.965407,81.845073
GOBRA NAWAPARA,308/20,23,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-08-20,19:30,03-08-20 19:30,तर्री रोड पुल के पास नवापारा,20.965515,81.828458
GOBRA NAWAPARA,323/20,33,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,10-08-20,19:30,10-08-20 19:30,इंदिरा मार्केट के सामने नवापारा,20.965752,81.865111
GOBRA NAWAPARA,86/21,35,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,05-03-21,10:15,05-03-21 10:15,जिला सहकारी बैंक के सामने नवापारा,20.966088,81.868402
GOBRA NAWAPARA,425/20,Unknown,Unknown,2,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-10-20,12:15,22-10-20 12:15,गंज रोड नवापारा,20.966358,81.86285
GOBRA NAWAPARA,309/20,50,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-08-20,21:10,03-08-20 21:10,पंजवानी चौंक नवापारा,20.966711,81.865566
GOBRA NAWAPARA,456/19,42,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,29-10-19,20:40,29-10-19 20:40,गंज रोड नवापारा,20.966713,81.861943
GOBRA NAWAPARA,38/20,36,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-01-20,15:30,22-01-20 15:30,गंज रोड कृषि उपज मंडी के सामने नवापारा,20.966883,81.861444
GOBRA NAWAPARA,61/21,Unknown,Unknown,2,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,02-02-21,20:30,02-02-21 20:30,इंदिरा मार्केट के सामने नवापारा,20.967825,81.870947
GOBRA NAWAPARA,362/20,23,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-09-20,20:20,06-09-20 20:20,तर्री रोड राजीव लोचन अस्‍पताल के पास,20.968143,81.856993
GOBRA NAWAPARA,414/20,17,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,12-10-20,17:30,12-10-20 17:30,लटर्रापारा नवापारा गली,20.969026,81.864313
GOBRA NAWAPARA,71/21,Unknown,Unknown,2,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,18-02-21,14:00,18-02-21 14:00,गंज रोड नवापारा,20.970345,81.857895
GOBRA NAWAPARA,303/20,30,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,02-08-20,15:15,02-08-20 15:15,देशी शराब दुकान के आगे नवापारा,20.970347,81.859861
GOBRA NAWAPARA,304/20,34,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,02-08-20,17:15,02-08-20 17:15,ग्राम पटेवा नाला के पास,20.970347,81.824402
GOBRA NAWAPARA,14/19,23,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-01-19,12:00,13-01-19 12:00,इंदिरा मार्केट के पास नवापारा,20.97053,81.87083
GOBRA NAWAPARA,30/20,29,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"283,337",0,1,0,0,17-01-20,23:30,17-01-20 23:30,महानदी पुल के पास नवापारा,20.970695,81.871961
GOBRA NAWAPARA,172/20,37,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-05-20,16:30,07-05-20 16:30,संतोषी मंदिर के पास इंदिरा मार्केट नवापारा,20.970822,81.870887
GOBRA NAWAPARA,46/20,32,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-01-20,18:40,27-01-20 18:40,बस स्टैण्ड चौंक नवापारा,20.971777,81.857163
GOBRA NAWAPARA,324/20,22,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,429",1,0,0,0,11-08-20,16:00,11-08-20 16:00,दीनदयाल उपाध्याय चौंक नवापारा,20.971829,81.857067
GOBRA NAWAPARA,60/19,28,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-03-19,21:30,01-03-19 21:30,ग्राम कठिया अभनपुर मार्ग,20.971841,81.87818
GOBRA NAWAPARA,37/19,24,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-03-19,19:30,04-03-19 19:30,बस स्टैंड नवापारा,20.972018,81.858551
GOBRA NAWAPARA,64/19,25,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-03-19,19:30,04-03-19 19:30,शर्मा भोजनालय के सामने मेन रोड नवापारा,20.972033,81.858317
GOBRA NAWAPARA,436/20,31,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,30-10-20,22:10,30-10-20 22:10,बस स्टैण्ड नवापारा,20.972075,81.855977
GOBRA NAWAPARA,94/21,Unknown,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,11-03-21,20:30,11-03-21 20:30,रेल्वे क्रासिंग के पास नवापारा,20.972192,81.859714
GOBRA NAWAPARA,238/19,28,M,0,SH,1,U,0,Bus,2,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,10-05-19,17:40,10-05-19 17:40,छल्लानी पेट्रोल पंप के पास नवापारा,20.97235,81.855201
GOBRA NAWAPARA,78/21,28,M,0,NH,0,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,20-01-21,15:30,20-01-21 15:30,रिलायंस पेट्रोल पंप के पास नवापारा,20.972625,81.865751
GOBRA NAWAPARA,173/19, 29 AND 24,M,0,SH,1,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-04-19,10:45,13-04-19 10:45,हेमंत होण्डा शो रूम के आगे नवापारा,20.972656,81.853346
GOBRA NAWAPARA,56/21,Unknown,Unknown,2,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-02-21,13:00,06-02-21 13:00,चम्पारण चौंक पास नवापारा,20.972696,81.86236
GOBRA NAWAPARA,467/20,10,M,0,SH,1,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,15-11-20,20:00,15-11-20 20:00,CHAMPARAN CHAOUK,20.972699,81.862344
GOBRA NAWAPARA,356/20,19,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,02-09-20,21:00,02-09-20 21:00,अर्जुन ट्रांस्पोर्ट के आगे मेन रोड नवापारा,20.972802,81.863594
GOBRA NAWAPARA,425/19,27,M,0,O,2,U,0,Truck/Trolly,7,Yes,0,Over Speeding,3,279,1,0,0,0,17-10-19,22:00,17-10-19 22:00,मैडम चौंक के पास नवापारा,20.972821,81.85121
GOBRA NAWAPARA,509/20,29,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,12-12-20,21:00,12-12-20 21:00,चंपारण चौंक नवापारा,20.972888,81.862493
GOBRA NAWAPARA,Nov-20,25,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,14-09-19,17:00,14-09-19 17:00,छांटा रोड अंजली अस्‍पताल के सामने नवापारा,20.972991,81.861205
GOBRA NAWAPARA,330/20,Unknown,Unknown,2,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-08-20,1:30,13-08-20 1:30,महेन्द्रा शो रूम के पास,20.973031,81.852978
GOBRA NAWAPARA,31/21,30,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-01-21,12:30,17-01-21 12:30,गुरूद्वारा के सामने मेन रोड नवापारा,20.973777,81.850565
GOBRA NAWAPARA,Apr-20,24,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-01-20,14:15,04-01-20 14:15,मेन रोड गुलाब गार्डन के सामने नवापारा,20.973958,81.850068
GOBRA NAWAPARA,49/19,36,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-02-19,19:30,22-02-19 19:30,गुलाब गार्डन के पास नवापारा,20.973967,81.849868
GOBRA NAWAPARA,300/20,33,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,01-08-20,21:10,01-08-20 21:10,गुलाब गार्डन के सामने नवापारा,20.974046,81.849707
GOBRA NAWAPARA,487/19,22,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-11-19,19:50,20-11-19 19:50,ग्राम कुर्रा सरदार मिल के पास,20.974532,81.829622
GOBRA NAWAPARA,499/20,30,M,0,NH,0,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-12-20,19:50,03-12-20 19:50,FCI के सामने नवापारा,20.974946,81.84658
GOBRA NAWAPARA,360/20,24,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-09-20,0:15,06-09-20 0:15,मेन रोड तहसील कार्यालय के सामने,20.975004,81.843324
GOBRA NAWAPARA,42/21,22,M,0,NH,0,R,1,Tempo/Tractor,6,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,25-01-21,23:30,25-01-21 23:30,वेयर हाऊस के सामने नवापारा,20.975121,81.846103
GOBRA NAWAPARA,348/19,42,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,17-01-19,18:30,17-01-19 18:30,गोबरा बस्ती व नवापारा के बीच रेल्वे क्रासिंग के पास,20.975521,81.892735
GOBRA NAWAPARA,40/20,30,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,24-01-20,15:00,24-01-20 15:00,तहसील कार्यालय के सामने नवापारा,20.975582,81.844786
GOBRA NAWAPARA,359/19,24,M,0,O,2,R,1,Bus,2,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,14-08-19,10:00,14-08-19 10:00,सेठ फूलचंद कालेज के सामने मेन रोड नवापारा,20.976494,81.84155
GOBRA NAWAPARA,85/21,32,M,0,O,2,R,1,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,04-03-21,11:00,04-03-21 11:00,छांटा रोड नवापारा,20.977661,81.861371
GOBRA NAWAPARA,88/21,26,M,0,NH,0,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,05-03-21,12:40,05-03-21 12:40,पेट्रोल पंप के पास कुर्रा,20.977688,81.837651
GOBRA NAWAPARA,179/20,22,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,11-05-20,14:00,11-05-20 14:00,कुर्रा पेट्रोल पंप के पास मेन रोड,20.977741,81.837669
GOBRA NAWAPARA,177/19,27,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-04-19,19:30,13-04-19 19:30,रजा क्रेन सर्विस के सामने छांटा रोड नवापारा,20.977881,81.86146
GOBRA NAWAPARA,401/20,31,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,05-10-20,19:10,05-10-20 19:10,मेन रोड पारागांव,20.978421,81.871332
GOBRA NAWAPARA,282/19,Unknown,Unknown,2,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,10-06-19,21:15,10-06-19 21:15,छल्लानी पेट्रोल पंप के पास नवापारा,20.97843,81.836968
GOBRA NAWAPARA,337/19,24,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,21-07-19,19:45,21-07-19 19:45,गोकुल ढाबा के पास मेन रोड ग्राम पिपरौद,20.978442,81.825684
GOBRA NAWAPARA,419/20,29,M,0,NH,0,R,1,Tempo/Tractor,6,Unknown,2,Over Speeding,3,279,1,0,0,0,15-10-20,21:50,15-10-20 21:50,बाऊ ढाबा के पास मेन रोड कुर्रा,20.978574,81.824089
GOBRA NAWAPARA,38/19,18,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,10-02-19,20:00,10-02-19 20:00,बस स्टैंड ग्राम कुर्रा,20.978639,81.83149
GOBRA NAWAPARA,352/20,32,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-09-20,12:30,01-09-20 12:30,ग्राम कुर्रा चौंक के पास,20.978672,81.831258
GOBRA NAWAPARA,311/20,26,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-08-20,7:45,03-08-20 7:45,छांटा रोड नवापारा,20.978913,81.861383
GOBRA NAWAPARA,358/20,20,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-09-20,20:40,04-09-20 20:40,छांटा रोड संतोष होटल के सामने,20.979717,81.861335
GOBRA NAWAPARA,25/20,30,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-01-20,19:00,15-01-20 19:00,उज्जव राईस मिल के पास पारागांव,20.979866,81.872238
GOBRA NAWAPARA,371/19,29,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-08-19,17:30,22-08-19 17:30,राधास्वामी भवन के सामने छांटा रोड नवापारा,20.980521,81.861377
GOBRA NAWAPARA,389/20,Unknown,Unknown,2,NH,0,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-10-20,18:30,01-10-20 18:30,बजरंग बली मंदिर के पास ग्राम पिपरौद,20.980644,81.819556
GOBRA NAWAPARA,57/21,Unknown,Unknown,2,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-02-21,19:30,06-02-21 19:30,पराग राईस मिल के पास मेन रोड,20.981301,81.81814
GOBRA NAWAPARA,377/19,16,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,27-08-19,16:30,27-08-19 16:30,एकता ढाबा के पास छांटा रोड नवापारा,20.981397,81.86135
GOBRA NAWAPARA,511/20,Unknown,Unknown,2,NH,0,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,19-12-20,13:00,19-12-20 13:00,गोकुल ढाबा के पास मेन रोड पिपरौद,20.981454,81.817963
GOBRA NAWAPARA,Oct-21,Unknown,Unknown,2,O,2,R,1,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-01-21,15:00,06-01-21 15:00,छांटा रोड शराब भठ्ठी के आगे,20.981495,81.861303
GOBRA NAWAPARA,495/19,16,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,26-10-19,11:15,26-10-19 11:15,मेन रोड पारागांव,20.981548,81.874283
GOBRA NAWAPARA,Dec-21,36,M,0,NH,0,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-01-21,16:30,07-01-21 16:30,धान मंडी गेट के पास पिपरौद,20.981925,81.816872
GOBRA NAWAPARA,27/19,28,M,0,SH,1,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,27-01-19,19:00,27-01-19 19:00,लोकनाथ ढाबा के आगे मेन रोड बजरंग मंदिर के पास ग्राम कुर्रा,20.98194,81.817158
GOBRA NAWAPARA,36/20,52,M,0,O,2,R,1,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,21-01-20,21:00,21-01-20 21:00,आश्रित होटल के सामने पारागांव,20.982136,81.874658
GOBRA NAWAPARA,29/20,24,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,17-01-20,20:00,17-01-20 20:00,मेन रोड शिवांश स्कूल के सामने पीपरौद,20.983391,81.813861
GOBRA NAWAPARA,41/20,24,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-01-20,20:00,17-01-20 20:00,मेन रोड शिवांश स्कूल के सामने पीपरौद,20.983391,81.813861
GOBRA NAWAPARA,16/20,35,M,0,NH,0,R,1,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,09-01-20,7:20,09-01-20 7:20,मेन रोड ग्राम पीपरौद,20.983905,81.812823
GOBRA NAWAPARA,497/19,25,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,04-12-19,19:00,04-12-19 19:00,मेन राड बजरंगपुर,20.985174,81.810078
GOBRA NAWAPARA,375/20,33,M,0,O,2,R,1,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,429",1,0,0,0,16-09-20,20:40,16-09-20 20:40,हनुमान एग्रो मेन रोड पारागांव,20.985266,81.874704
GOBRA NAWAPARA,89/21,50,M,0,NH,0,R,1,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,06-03-21,6:00,06-03-21 6:00,मेन रोड बजरंगपुर,20.985326,81.80972
GOBRA NAWAPARA,Jun-19,31,M,0,O,2,R,1,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,08-01-19,1:00,08-01-19 1:00,ग्राम बजरंगपुर,20.986221,81.808081
GOBRA NAWAPARA,408/19,17,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,06-10-19,23:30,06-10-19 23:30,ग्राम पिपरौद तालाब के पास,20.987878,81.814011
